release_date,movie,production_budget,domestic_gross,worldwide_gross,approx_profit,approx_profit_perc,year_of_release,month_of_release
1985-01-18,blood simple,1500000,1690913,2730877,1230877,82.06,1985,1
2002-04-19,nueve reinas,1500000,1222889,12412889,10912889,727.53,2002,4
2013-04-19,the lords of salem,1500000,1165881,1541131,41131,2.74,2013,4
2016-10-21,31,1500000,779820,922727,-577273,-38.48,2016,10
2005-03-25,the ballad of jack and rose,1500000,712294,1126258,-373742,-24.92,2005,3
2016-04-22,unsullied,1500000,510957,510957,-989043,-65.94,2016,4
1994-08-31,killing zoe,1500000,418953,418953,-1081047,-72.07,1994,8
2002-05-17,the believer,1500000,406035,1840248,340248,22.68,2002,5
2008-03-07,snow angels,1500000,402858,414404,-1085596,-72.37,2008,3
2001-08-10,session 9,1500000,378176,1619602,119602,7.97,2001,8
2011-02-11,mooz-lum,1500000,362239,372239,-1127761,-75.18,2011,2
2007-09-05,i want someone to eat cheese with,1500000,194568,194568,-1305432,-87.03,2007,9
2011-08-19,amigo,1500000,184705,184705,-1315295,-87.69,2011,8
2007-09-07,hatchet,1500000,175281,240396,-1259604,-83.97,2007,9
2008-10-31,my name is bruce,1500000,173066,173066,-1326934,-88.46,2008,10
2010-08-06,the disappearance of alice creed,1500000,166980,1605139,105139,7.01,2010,8
1936-02-05,modern times,1500000,163245,199747,-1300253,-86.68,1936,2
2007-05-11,the salon,1500000,139084,139084,-1360916,-90.73,2007,5
2013-10-25,the square,1500000,124244,176262,-1323738,-88.25,2013,10
2002-03-22,stolen summer,1500000,119841,119841,-1380159,-92.01,2002,3
2015-03-06,road hard,1500000,113169,113169,-1386831,-92.46,2015,3
2005-09-28,forty shades of blue,1500000,75828,172569,-1327431,-88.5,2005,9
2009-10-09,trucker,1500000,52429,52429,-1447571,-96.5,2009,10
2009-05-29,pontypool,1500000,3865,31916,-1468084,-97.87,2009,5
2015-09-28,"me, you and five bucks",1500000,2105,2105,-1497895,-99.86,2015,9
1937-12-21,snow white and the seven dwarfs,1488000,184925486,184925486,183437486,12327.79,1937,12
1968-01-01,shalako,1455000,2620000,2620000,1165000,80.07,1968,1
2018-11-30,werk ohne autor,1400000,1303747,4331152,2931152,209.37,2018,11
2015-11-20,mustang,1400000,845464,5552584,4152584,296.61,2015,11
2005-04-29,the holy girl,1400000,304124,1261792,-138208,-9.87,2005,4
2014-10-03,la chambre bleue,1400000,260441,1945420,545420,38.96,2014,10
2004-09-17,incident at loch ness,1400000,36830,56073,-1343927,-95.99,2004,9
2013-04-05,eddie: the sleepwalking cannibal,1400000,1632,1632,-1398368,-99.88,2013,4
1999-03-05,"lock, stock and two smoking barrels",1350000,3897569,28356188,27006188,2000.46,1999,3
1983-08-19,the ballad of gregorio cortez,1305000,909000,909000,-396000,-30.34,1983,8
1936-06-26,san francisco,1300000,2868000,5273000,3973000,305.62,1936,6
1998-10-09,festen,1300000,1647780,1647780,347780,26.75,1998,10
1996-10-11,trees lounge,1300000,749741,749741,-550259,-42.33,1996,10
2009-05-22,the girlfriend experience,1300000,695840,1005840,-294160,-22.63,2009,5
2007-03-23,journey from the fall,1300000,635305,635305,-664695,-51.13,2007,3
2000-05-05,the basket,1300000,609042,609042,-690958,-53.15,2000,5
2015-01-30,above and beyond,1300000,288751,288751,-1011249,-77.79,2015,1
1985-03-15,def-con 4,1300000,210904,210904,-1089096,-83.78,1985,3
2005-12-09,neal n' nikki,1300000,100358,329621,-970379,-74.64,2005,12
2003-12-19,the hebrew hammer,1300000,77755,90213,-1209787,-93.06,2003,12
2014-06-13,los insolitos peces gato,1300000,11278,54665,-1245335,-95.8,2014,6
2006-04-07,simon,1300000,4055,1738663,438663,33.74,2006,4
1940-03-21,rebecca,1288000,6000000,6002370,4714370,366.02,1940,3
1981-04-30,friday the 13th part 2,1250000,21722776,21722776,20472776,1637.82,1981,4
1945-11-29,the lost weekend,1250000,11000000,11000000,9750000,780.0,1945,11
1984-08-31,c.h.u.d.,1250000,4700000,4700000,3450000,276.0,1984,8
2014-10-17,dear white people,1250000,4404154,5403771,4153771,332.3,2014,10
2013-04-19,filly brown,1250000,2850357,2940411,1690411,135.23,2013,4
1953-01-21,niagara,1250000,2500000,2500000,1250000,100.0,1953,1
2004-10-29,saw,1200000,55968727,103880027,102680027,8556.67,2004,10
1989-08-04,"sex, lies, and videotape",1200000,24741667,36741667,35541667,2961.81,1989,8
2002-02-15,super troopers,1200000,18492362,23046142,21846142,1820.51,2002,2
2002-02-22,monsoon wedding,1200000,13876974,27025600,25825600,2152.13,2002,2
2000-11-10,you can count on me,1200000,9180275,10827356,9627356,802.28,2000,11
1951-07-03,strangers on a train,1200000,7000000,7000000,5800000,483.33,1951,7
1955-10-03,the trouble with harry,1200000,7000000,7000000,5800000,483.33,1955,10
1967-12-29,"il buono, il brutto, il cattivo",1200000,6100000,6100000,4900000,408.33,1967,12
1951-09-18,the day the earth stood still,1200000,3700000,3700000,2500000,208.33,1951,9
2013-04-19,home run,1200000,2859955,2859955,1659955,138.33,2013,4
1992-10-23,reservoir dogs,1200000,2832029,2832029,1632029,136.0,1992,10
2000-07-07,but i'm a cheerleader,1200000,2205627,2509344,1309344,109.11,2000,7
1956-12-23,the wrong man,1200000,2000000,2000000,800000,66.67,1956,12
1975-09-26,the rocky horror picture show,1200000,1414845,1615976,415976,34.66,1975,9
1976-01-01,the blue bird,1200000,887000,887000,-313000,-26.08,1976,1
2012-04-13,blue like jazz,1200000,595018,595018,-604982,-50.42,2012,4
2015-08-28,que horas ela volta?,1200000,376976,3249041,2049041,170.75,2015,8
1982-11-19,q,1200000,255000,255000,-945000,-78.75,1982,11
2003-03-21,down & out with the dolls,1200000,58936,58936,-1141064,-95.09,2003,3
2012-06-01,"pink ribbons, inc.",1200000,26608,26608,-1173392,-97.78,2012,6
2018-02-06,blood feast,1200000,8708,8708,-1191292,-99.27,2018,2
2011-02-11,certifiably jonathan,1200000,7826,7826,-1192174,-99.35,2011,2
2015-09-18,la navaja de don juan,1200000,4254,4254,-1195746,-99.65,2015,9
2014-03-21,godâs not dead,1150000,60755732,63777092,62627092,5445.83,2014,3
2005-10-07,waiting...,1125000,16124543,18673274,17548274,1559.85,2005,10
2006-05-12,dead man's shoes,1125000,6408,414736,-710264,-63.13,2006,5
1980-02-01,the fog,1100000,21445318,21445820,20345820,1849.62,1980,2
2005-12-25,wolf creek,1100000,16186348,29005064,27905064,2536.82,2005,12
2005-02-11,ong-bak,1100000,4563167,24062965,22962965,2087.54,2005,2
2012-03-23,serbuan maut,1100000,4105123,9297407,8197407,745.22,2012,3
1986-09-26,down by law,1100000,1436000,1436000,336000,30.55,1986,9
1987-09-04,the offspring,1100000,1355728,1355728,255728,23.25,1987,9
2002-02-22,sex with strangers,1100000,247740,247740,-852260,-77.48,2002,2
2012-05-18,beyond the black rainbow,1100000,56491,56491,-1043509,-94.86,2012,5
2003-05-14,dracula: pages from a virgin's diary,1100000,39659,81371,-1018629,-92.6,2003,5
2014-11-21,the sleepwalker,1100000,2636,2636,-1097364,-99.76,2014,11
2009-12-11,rocket singh: salesman of the year,1070000,164649,5348767,4278767,399.88,2009,12
1943-01-23,casablanca,1039000,10462500,10496855,9457855,910.28,1943,1
1976-11-21,rocky,1000000,117235147,225000000,224000000,22400.0,1976,11
2012-01-06,the devil inside,1000000,53262945,101759490,100759490,10075.95,2012,1
1963-10-07,tom jones,1000000,37600000,37600000,36600000,3660.0,1963,10
2015-04-17,unfriended,1000000,32789645,64364198,63364198,6336.42,2015,4
1976-02-08,taxi driver,1000000,28262574,28316211,27316211,2731.62,1976,2
2006-05-24,an inconvenient truth,1000000,24146161,53365925,52365925,5236.59,2006,5
2013-08-23,you're next,1000000,18494006,26887177,25887177,2588.72,2013,8
2012-05-25,chernobyl diaries,1000000,18119640,42411721,41411721,4141.17,2012,5
1981-04-10,the howling,1000000,17985000,17985000,16985000,1698.5,1981,4
1963-05-08,dr. no,1000000,16067035,59567035,58567035,5856.7,1963,5
1987-09-18,hellraiser,1000000,14564000,14575148,13575148,1357.51,1987,9
2016-03-11,"hello, my name is doris",1000000,14444999,14662703,13662703,1366.27,2016,3
2005-09-16,cry wolf,1000000,10047674,15943081,14943081,1494.31,2005,9
2000-08-18,godzilla 2000,1000000,10037390,10037390,9037390,903.74,2000,8
2010-12-29,blue valentine,1000000,9737892,16566240,15566240,1556.62,2010,12
2006-01-20,transamerica,1000000,9015303,16553163,15553163,1555.32,2006,1
1970-01-01,beyond the valley of the dolls,1000000,9000000,9000000,8000000,800.0,1970,1
1956-11-15,love me tender,1000000,9000000,9000000,8000000,800.0,1956,11
2018-07-20,unfriended: dark web,1000000,8866745,16434588,15434588,1543.46,2018,7
1949-12-14,sands of iwo jima,1000000,7800000,7800000,6800000,680.0,1949,12
2015-09-25,the green inferno,1000000,7192291,12931420,11931420,1193.14,2015,9
2017-02-03,i am not your negro,1000000,7123919,9617402,8617402,861.74,2017,2
2012-10-19,the sessions,1000000,6002451,11495204,10495204,1049.52,2012,10
2008-04-04,shine a light,1000000,5505267,16173879,15173879,1517.39,2008,4
2012-03-23,october baby,1000000,5355847,5391992,4391992,439.2,2012,3
2014-09-12,the skeleton twins,1000000,5284309,5797192,4797192,479.72,2014,9
2013-06-14,20 feet from stardom,1000000,4946250,5892466,4892466,489.25,2013,6
2009-06-12,"food, inc.",1000000,4417674,4731944,3731944,373.19,2009,6
2017-07-28,an inconvenient sequel,1000000,3496795,5839322,4839322,483.93,2017,7
1998-08-21,next stop wonderland,1000000,3395581,3465703,2465703,246.57,1998,8
2014-06-06,obvious child,1000000,3122616,3324070,2324070,232.41,2014,6
2011-10-21,martha marcy may marlene,1000000,2981038,5438911,4438911,443.89,2011,10
2005-08-03,junebug,1000000,2678010,3553253,2553253,255.33,2005,8
2008-08-01,frozen river,1000000,2511476,6030129,5030129,503.01,2008,8
2001-11-21,sidewalks of new york,1000000,2402459,3575308,2575308,257.53,2001,11
1998-04-24,two girls and a guy,1000000,2057193,2315026,1315026,131.5,1998,4
2000-09-29,the broken hearts club: a romantic comedy,1000000,1744858,2022442,1022442,102.24,2000,9
2006-06-28,who killed the electric car?,1000000,1678874,1849392,849392,84.94,2006,6
2009-09-18,the secrets of jonathan sperry,1000000,1355079,1355079,355079,35.51,2009,9
1996-07-17,walking and talking,1000000,1287480,1615787,615787,61.58,1996,7
2003-09-19,bubba ho-tep,1000000,1239183,1492895,492895,49.29,2003,9
2001-12-07,no man's land,1000000,1067481,2684207,1684207,168.42,2001,12
1998-10-09,slam,1000000,1009819,1087521,87521,8.75,1998,10
2017-10-06,visages villages,1000000,952432,4015686,3015686,301.57,2017,10
2001-04-06,brigham city,1000000,852206,852206,-147794,-14.78,2001,4
2017-08-18,patti cake$,1000000,800148,1471090,471090,47.11,2017,8
2000-12-01,panic,1000000,779137,1425707,425707,42.57,2000,12
2014-05-09,palo alto,1000000,767732,1156309,156309,15.63,2014,5
2000-09-08,fiza,1000000,623791,1179462,179462,17.95,2000,9
2010-02-03,ajami,1000000,621859,2721096,1721096,172.11,2010,2
1998-10-23,orgazmo,1000000,582024,627287,-372713,-37.27,1998,10
2011-07-29,the future,1000000,568662,1239174,239174,23.92,2011,7
2003-02-14,all the real girls,1000000,549666,703020,-296980,-29.7,2003,2
2014-10-24,23 blast,1000000,549185,549185,-450815,-45.08,2014,10
1997-06-20,dream with the fishes,1000000,542909,542909,-457091,-45.71,1997,6
2013-07-19,the act of killing,1000000,486919,1227316,227316,22.73,2013,7
2003-05-02,blue car,1000000,464126,475367,-524633,-52.46,2003,5
2007-10-19,wristcutters: a love story,1000000,446165,473769,-526231,-52.62,2007,10
2000-05-05,luminarias,1000000,428535,428535,-571465,-57.15,2000,5
2014-07-18,i origins,1000000,336472,852399,-147601,-14.76,2014,7
2014-11-28,antarctica: a year on ice,1000000,288757,288757,-711243,-71.12,2014,11
2003-08-22,the battle of shaker heights,1000000,280351,839145,-160855,-16.09,2003,8
2008-01-18,taxi to the dark side,1000000,274661,304472,-695528,-69.55,2008,1
2016-04-08,the invitation,1000000,231738,354836,-645164,-64.52,2016,4
2004-09-24,guiana 1838,1000000,227241,227241,-772759,-77.28,2004,9
2002-12-30,love liza,1000000,213137,213137,-786863,-78.69,2002,12
2006-07-07,once in a lifetime: the extraordinary story of the new york cosmos,1000000,144601,215559,-784441,-78.44,2006,7
2001-08-22,lisa picard is famous,1000000,113433,113433,-886567,-88.66,2001,8
2015-07-31,beyond the brick: a lego brickumentary,1000000,101531,101531,-898469,-89.85,2015,7
2009-10-30,the house of the devil,1000000,101215,102812,-897188,-89.72,2009,10
2012-06-01,hardflip,1000000,96734,96734,-903266,-90.33,2012,6
2016-03-11,creative control,1000000,63014,63014,-936986,-93.7,2016,3
2005-09-16,chocolate: deep dark secrets,1000000,49000,1549000,549000,54.9,2005,9
2011-07-01,the perfect host,1000000,48764,51587,-948413,-94.84,2011,7
1998-09-25,the last big thing,1000000,22434,22434,-977566,-97.76,1998,9
1998-08-07,safe men,1000000,21210,21210,-978790,-97.88,1998,8
2001-08-31,speedway junky,1000000,17127,17127,-982873,-98.29,2001,8
2015-02-13,hits,1000000,15156,15156,-984844,-98.48,2015,2
2000-09-22,the specials,1000000,12996,12996,-987004,-98.7,2000,9
2010-09-03,16 to life,1000000,11574,11574,-988426,-98.84,2010,9
2007-01-17,alone with her,1000000,10787,844377,-155623,-15.56,2007,1
2014-10-17,camp x-ray,1000000,9837,101053,-898947,-89.89,2014,10
2008-11-21,special,1000000,7202,26822,-973178,-97.32,2008,11
2015-04-10,the sisterhood of night,1000000,6870,6870,-993130,-99.31,2015,4
1999-03-19,sparkler,1000000,5494,5494,-994506,-99.45,1999,3
2005-03-18,the helixâ¦loaded,1000000,3700,3700,-996300,-99.63,2005,3
2015-05-15,childless,1000000,1036,1036,-998964,-99.9,2015,5
2007-06-01,and then came love,989000,8158,8158,-980842,-99.18,2007,6
2006-04-14,hard candy,950000,1024640,8267066,7317066,770.22,2006,4
2002-09-27,charly,950000,814666,814666,-135334,-14.25,2002,9
2012-04-13,l!fe happens,930000,30905,30905,-899095,-96.68,2012,4
2017-05-12,lowriders,916000,6179955,6188421,5272421,575.59,2017,5
1954-07-28,on the waterfront,910000,9600000,9600000,8690000,954.95,1954,7
2013-07-12,fruitvale station,900000,16098998,17549645,16649645,1849.96,2013,7
2016-04-01,meet the blacks,900000,9097072,9097072,8197072,910.79,2016,4
2008-01-25,"4 luni, 3 saptamani si 2 zile",900000,1196321,11993156,11093156,1232.57,2008,1
2011-08-26,circumstance,900000,454121,958978,58978,6.55,2011,8
2006-08-25,the quiet,900000,381420,381420,-518580,-57.62,2006,8
2012-04-27,the giant mechanical man,900000,7396,7396,-892604,-99.18,2012,4
2013-04-05,the brass teapot,900000,6997,413733,-486267,-54.03,2013,4
1942-08-13,bambi,858000,102797000,268000000,267142000,31135.43,1942,8
2012-08-31,"for a good time, call",850000,1251749,1386088,536088,63.07,2012,8
2004-01-30,latter days,850000,833118,865708,15708,1.85,2004,1
2008-03-21,the hammer,850000,442638,442638,-407362,-47.92,2008,3
2015-08-28,windsor drive,850000,3256,3256,-846744,-99.62,2015,8
2012-08-03,celeste and jesse forever,840000,3103407,3787689,2947689,350.92,2012,8
2002-10-25,time changer,825000,1500711,1500711,675711,81.9,2002,10
1971-01-01,billy jack,800000,98000000,98000000,97200000,12150.0,1971,1
2011-12-30,jodaeiye nader az simin,800000,7098492,24426169,23626169,2953.27,2011,12
1996-05-10,welcome to the dollhouse,800000,4198137,5034794,4234794,529.35,1996,5
2003-03-28,raising victor vargas,800000,2073984,2900578,2100578,262.57,2003,3
1993-10-01,ruby in paradise,800000,1001437,1001437,201437,25.18,1993,10
2002-08-09,pandora's box,800000,881950,881950,81950,10.24,2002,8
2007-07-18,cama adentro,800000,200433,200433,-599567,-74.95,2007,7
2000-03-10,deterrence,800000,144583,371647,-428353,-53.54,2000,3
2004-05-07,the mudge boy,800000,62544,62544,-737456,-92.18,2004,5
2003-04-11,the young unknowns,800000,58163,58163,-741837,-92.73,2003,4
2009-06-19,dã¸d snã¸,800000,46742,2194020,1394020,174.25,2009,6
2014-09-19,not cool,800000,35688,35688,-764312,-95.54,2014,9
2012-02-03,kill list,800000,29063,462206,-337794,-42.22,2012,2
2004-08-06,saints and soldiers,780000,1310470,1310470,530470,68.01,2004,8
1973-08-11,american graffiti,777000,115000000,140000000,139223000,17918.02,1973,8
2011-09-09,kevin hart: laugh at my pain,750000,7706436,7712436,6962436,928.32,2011,9
2007-04-13,aqua teen hunger force colon movie film for theaters,750000,5520368,5520368,4770368,636.05,2007,4
2012-06-08,safety not guaranteed,750000,4010957,4422318,3672318,489.64,2012,6
2012-02-03,the innkeepers,750000,78396,1011535,261535,34.87,2012,2
2014-08-29,il conformista,750000,59656,89609,-660391,-88.05,2014,8
2002-11-15,interview with the assassin,750000,47329,47329,-702671,-93.69,2002,11
2005-07-01,undead,750000,41196,229250,-520750,-69.43,2005,7
2009-01-23,donkey punch,750000,19367,814801,64801,8.64,2009,1
1968-06-25,la mariã©e ã©tait en noir,747000,44566,44566,-702434,-94.03,1968,6
1952-07-24,high noon,730000,8000000,8000000,7270000,995.89,1952,7
1994-10-14,hoop dreams,700000,7768371,11768371,11068371,1581.2,1994,10
2005-06-24,rize,700000,3278611,4857731,4157731,593.96,2005,6
2006-08-11,half nelson,700000,2697938,4911725,4211725,601.67,2006,8
2001-09-07,l.i.e.,700000,1140965,1140965,440965,63.0,2001,9
2017-08-04,columbus,700000,1017107,1110511,410511,58.64,2017,8
1999-10-08,naturally native,700000,10508,10508,-689492,-98.5,1999,10
1933-04-07,king kong,672000,10000000,10000650,9328650,1388.19,1933,4
1953-04-10,house of wax,658000,23800000,23800000,23142000,3517.02,1953,4
1998-06-19,hav plenty,650000,2301777,2301777,1651777,254.12,1998,6
2013-10-11,escape from tomorrow,650000,171962,171962,-478038,-73.54,2013,10
2018-12-14,that way madness lies,650000,1447,1447,-648553,-99.78,2018,12
1935-09-06,top hat,609000,1782000,3202000,2593000,425.78,1935,9
1999-07-14,the blair witch project,600000,140539099,248300000,247700000,41283.33,1999,7
1970-03-26,woodstock,600000,34505110,34505110,33905110,5650.85,1970,3
1977-08-10,the kentucky fried movie,600000,15000000,20000000,19400000,3233.33,1977,8
1967-05-10,per qualche dollaro in piã¹,600000,4300000,4300000,3700000,616.67,1967,5
2000-10-31,mercy streets,600000,173599,173599,-426401,-71.07,2000,10
2014-05-02,water & power,600000,42557,42557,-557443,-92.91,2014,5
2007-10-19,arnolds park,600000,23616,23616,-576384,-96.06,2007,10
1999-07-02,broken vessels,600000,15030,85343,-514657,-85.78,1999,7
2015-05-22,drunk wedding,600000,3301,3301,-596699,-99.45,2015,5
1964-08-11,a hard day's night,560000,1537860,1626784,1066784,190.5,1964,8
2011-07-29,the harvest/la cosecha,560000,3709,3709,-556291,-99.34,2011,7
1931-12-26,mata hari,558000,900000,900000,342000,61.29,1931,12
1980-05-09,friday the 13th,550000,39754601,59754601,59204601,10764.47,1980,5
1984-04-27,love letters,550000,5269990,5269990,4719990,858.18,1984,4
2014-09-12,faith connections,550000,9111,9111,-540889,-98.34,2014,9
2008-09-26,fireproof,500000,33456317,33473297,32973297,6594.66,2008,9
1974-11-15,benji,500000,31559560,31559560,31059560,6211.91,1974,11
2004-08-06,open water,500000,30500882,55518641,55018641,11003.73,2004,8
1977-01-01,kingdom of the spiders,500000,17000000,17000000,16500000,3300.0,1977,1
